step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
79,221,2024-01-03 07:15:00,1.0,6.4204184187388575,-0.0,0.0,0.0,1.0,0.0,0.0,6.421595667918531,24.58384481867876,3.15,-0.2234709138391399,0.0,0.0,7121.817250379768,7121.817250379767,0.0,7121.817250379768,51.63317506525332,0.029,-0.0
80,222,2024-01-03 07:30:00,1.0,6.421203258346975,-0.0,0.0,0.0,1.0,0.0,0.0,6.422380461546364,24.58389412537912,3.075,0.10748992617876403,0.0,0.0,7146.077234300775,7146.077234300774,0.0,7146.077234300775,51.80905994868062,0.029,-0.0
81,223,2024-01-03 07:45:00,1.0,6.421988067557647,-0.0,0.0,0.0,1.0,0.0,0.0,6.4231652236238155,24.583967393027148,3.0,0.21523589021080347,0.0,0.0,7155.118523222206,7155.118523222206,0.0,7155.118523222206,51.874609293361,0.029,-0.0
82,224,2024-01-03 08:00:00,1.0,6.422772845391167,-0.0,0.0,0.0,1.0,0.0,0.0,6.423949955187574,24.584111488763988,2.975,0.1809693359568703,0.0,0.0,7152.175631271658,7152.175631271657,28.5,7123.675631271658,281.3851874352305,0.158,-0.0
83,225,2024-01-03 08:15:00,1.0,6.42355759221469,-0.0,0.0,0.0,1.0,0.0,0.0,6.424734659299425,24.584354513876203,2.95,0.1467742447950975,0.0,0.0,7149.306976567108,7149.306976567108,0.0,7149.306976567108,51.832475580111534,0.029,-0.0
84,226,2024-01-03 08:30:00,1.0,6.424342310084497,-0.0,0.0,0.0,1.0,0.0,0.0,6.425519340235294,24.58471214556618,2.925,0.1126518285792592,0.0,0.0,7146.5049522926565,7146.5049522926565,0.0,7146.5049522926565,51.81216090412176,0.029,-0.0
85,227,2024-01-03 08:45:00,1.0,6.425127002596898,-0.0,0.0,0.0,1.0,0.0,0.0,6.4263040029483385,24.585172157095435,2.9,0.07860167076302,0.0,0.0,7143.7710666969915,7143.7710666969915,0.0,7143.7710666969915,51.79234023355319,0.029,-0.0
86,228,2024-01-03 09:00:00,1.0,6.425911674395471,-0.0,0.0,0.0,1.0,0.0,0.0,6.42708865186318,24.585735409255804,3.0749999999999997,0.05362798170946431,0.0,0.0,7141.808161597125,7141.808161597124,222.9,6918.908161597125,273.29687238308645,0.158,-0.0
87,229,2024-01-03 09:15:00,1.0,6.4266963302493405,-0.0,0.0,0.0,1.0,0.0,0.0,6.427873291441461,24.586370960776286,3.25,0.024152451828999524,0.0,0.0,7139.531994523108,7139.531994523107,0.0,7139.531994523108,51.76160696029253,0.029,-0.0
88,230,2024-01-03 09:30:00,1.0,6.4274809744917025,-0.0,0.0,0.0,1.0,0.0,0.0,6.4286579248076485,24.58706169235466,3.4250000000000003,-0.25097308827507264,0.0,0.0,7120.062154328016,7120.062154328016,0.0,7120.062154328016,51.62045061887812,0.029,-0.0
89,231,2024-01-03 09:45:00,1.0,6.4282656109458856,-0.0,0.0,0.0,1.0,0.0,0.0,6.429442554346352,24.587796494295585,3.6,-0.30266432915792923,0.0,0.0,7116.765800479963,7116.765800479962,0.0,7116.765800479963,51.59655205347973,0.029,-0.0
90,232,2024-01-03 10:00:00,1.0,6.429050242387617,-0.0,0.0,0.0,1.0,0.0,0.0,6.430227181962028,24.5886460764736,4.45,0.6040246286776623,0.0,0.0,7193.746302503297,7193.746302503296,165.18,7028.566302503296,277.6283689488802,0.158,-0.0
