closed_loop_steps,controller_mode,total_cost,energy_cost,grid_import_kwh,peak_grid_kw,pv_actual_kwh,pv_spill_kwh,pv_used_kwh,facility_energy_kwh,cold_station_energy_kwh,it_energy_kwh,pue_avg,initial_soc,final_soc_after_last_update,soc_delta,soc_inventory_delta_kwh_th,soc_min,soc_max,soc_violation_count,tes_charge_kwh_th,tes_discharge_kwh_th,tes_charge_weighted_avg_price,tes_discharge_weighted_avg_price,tes_arbitrage_price_spread,charge_steps,discharge_steps,idle_steps,charge_discharge_switch_count,simultaneous_charge_discharge_count,physical_consistency_violation_count,max_chiller_supply_deficit_kw_th,optimal_rate,feasible_rate,fallback_count,unsupported_advanced_features,case_id,config_path
96,mpc,38780.291288530716,38780.291288530716,422240.5176014154,19280.76923076923,20343.6,0.0,20343.6,442584.1176014154,10584.11760141543,432000.0,1.0245002722254986,0.5,0.5,0.0,0.0,0.14999999999999994,0.85,0,20477.411527360237,17280.0,0.05303542017059474,0.17375000000000004,0.12071457982940531,22,32,42,8,0,0,0.0,1.0,1.0,0,true,rebuild_mpc_24h,mpc_v2/config/base.yaml
