timestamp,step,solve_status,objective_value,solve_time_s,mip_gap,mode_index,predicted_peak_grid_kw,episode_peak_grid_so_far_kw,solver_error
2025-07-01 00:00:00,0,optimal,2550.880663581596,0.8302018999820575,0.0007230958871035798,2,3090.0000000000214,3090.0,
2025-07-01 00:15:00,1,optimal,2579.2634391037072,0.6706627999956254,0.00028848138007498336,2,3090.000000000001,3090.0,
2025-07-01 00:30:00,2,optimal,2610.98992717385,0.8037654999934603,0.0,2,3090.0,3090.0,
2025-07-01 00:45:00,3,optimal,2645.0181288463614,1.1448414999758825,0.0008116510944572303,2,3090.0,3090.0,
2025-07-01 01:00:00,4,optimal,2675.617701510263,1.8602576999983285,0.0012706104354950455,2,3090.0000000000005,3090.0,
2025-07-01 01:15:00,5,optimal,2701.830464092865,1.2340353000035975,0.0010872945071049923,2,3090.0,3090.0,
2025-07-01 01:30:00,6,optimal,2727.3619753885146,2.0868045999959577,0.0016668485797308636,2,3090.0,3090.0,
2025-07-01 01:45:00,7,optimal,2749.4334033107366,1.0821795999945607,0.0020316262283574847,2,3090.000000000001,3090.0,
2025-07-01 02:00:00,8,optimal,2765.971459538087,1.243696200021077,0.0014862096355230802,2,3090.000000000113,3090.0,
2025-07-01 02:15:00,9,optimal,2780.9302986206476,1.2419537999958266,0.001451754087375076,2,3090.0,3090.0,
2025-07-01 02:30:00,10,optimal,2793.693563294201,1.3701237000059336,0.0017352897183286484,2,3090.0,3090.0,
2025-07-01 02:45:00,11,optimal,2803.153375892989,1.1432992999907583,0.0019568657831430534,2,3090.0,3090.0,
2025-07-01 03:00:00,12,optimal,2810.1154265165674,1.2709921000059694,0.002112671641384573,2,3090.0,3090.0,
2025-07-01 03:15:00,13,optimal,2813.639120199882,1.4796023000089917,0.002191457003560127,2,3090.0,3090.0,
2025-07-01 03:30:00,14,optimal,2813.721137873299,1.3731208999815863,0.002193723548197058,2,3090.0,3090.0,
2025-07-01 03:45:00,15,optimal,2813.2262315066137,1.405534899997292,0.0021953179211041357,2,3090.0000000001573,3090.0,
2025-07-01 04:00:00,16,optimal,2812.2207362094296,1.4324189000180922,0.0021961310221044247,2,3090.0,3090.0,
2025-07-01 04:15:00,17,optimal,2810.7110682219445,1.562464299990097,0.002197294576372886,2,3090.0,3090.0,
2025-07-01 04:30:00,18,optimal,2808.706222336008,1.4808576999930665,0.0038988903097061296,2,3090.0,3090.0,
