timestamp,step,controller,Q_load_kw_th,P_nonplant_kw,P_pv_kw,T_wb_C,price_cny_per_kwh,cp_flag,Q_chiller_kw_th,Q_tes_net_kw_th,P_plant_kw,P_grid_pos_kw,P_spill_kw,d_peak_kw,peak_slack_kw,soc,soc_next,u_signed,signed_du,mode_index,solver_status,solver_time_s,mode_integrality,strict_success,fallback_reason,mode_fractionality_max,solver_message,plant_tracking_error_kw_th
2025-07-01 00:00:00,0,storage_priority_tes,2246.4,18000.0,0.0,27.828427124746188,0.0418,0,6746.4,4500.0,940.0464,18940.0464,0.0,18940.0464,0.0,0.5,0.56225,1.0,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 00:15:00,1,storage_priority_tes,2236.4274856698435,18000.0,0.0,27.637383260400277,0.0418,0,6736.427485669843,4500.0,938.7898631944003,18938.7898631944,0.0,18940.0464,0.0,0.56225,0.624468875,1.0,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 00:30:00,2,storage_priority_tes,2226.127697112687,18000.0,0.0,27.43504571603488,0.0418,0,6726.127697112687,4500.0,937.4920898361986,18937.4920898362,0.0,18940.0464,0.0,0.624468875,0.6866566405625001,1.0,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 00:45:00,3,storage_priority_tes,2215.5447396043865,18000.0,0.0,27.22228093207841,0.0418,0,6715.544739604386,4500.0,936.1586371901527,18936.158637190154,0.0,18940.0464,0.0,0.6866566405625001,0.7488133122422189,1.0,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 01:00:00,4,storage_priority_tes,2204.7239309937154,18000.0,0.0,27.0,0.0418,0,6704.723930993716,4500.0,934.7952153052082,18934.795215305207,0.0,18940.0464,0.0,0.7488133122422189,0.8109389055860978,1.0,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 01:15:00,5,storage_priority_tes,2193.7116076443867,18000.0,0.0,26.769154760876006,0.0418,0,5006.110405445342,2812.398797800955,720.7699110861131,18720.769911086114,0.0,18940.0464,0.0,0.8109389055860978,0.849594530547207,0.6249775106224345,-0.37502248937756555,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 01:30:00,6,storage_priority_tes,2182.554926015625,18000.0,0.0,26.53073372946036,0.0418,0,2211.748726616718,29.193800601093244,368.6803395537065,18368.680339553706,0.0,18940.0464,0.0,0.849594530547207,0.8495752027347264,0.006487511244687387,-0.6184899993777471,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 01:45:00,7,storage_priority_tes,2171.3016607309687,18000.0,0.0,26.285757861212645,0.0418,0,2201.887063830665,30.585403099696123,367.4377700426638,18367.437770042663,0.0,18940.0464,0.0,0.8495752027347264,0.8495752123986327,0.006796756244376916,0.00030924499968952926,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 02:00:00,8,storage_priority_tes,2160.0,18000.0,0.0,26.035276180410083,0.0418,0,2190.5847072984475,30.584707298447483,366.0136731196044,18366.013673119603,0.0,18940.0464,0.0,0.8495752123986327,0.8495752123938007,0.006796601621877218,-1.546224996980955e-07,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 02:15:00,9,storage_priority_tes,2148.6983392690313,18000.0,0.0,25.780361288064512,0.0418,0,2179.2830469153764,30.584707646345123,364.5896639113374,18364.589663911338,0.0,18940.0464,0.0,0.8495752123938007,0.8495752123938031,0.006796601699187805,7.731058675186642e-11,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 02:30:00,10,storage_priority_tes,2137.445073984375,18000.0,0.0,25.522104768880208,0.0418,0,2168.0297816305524,30.58470764617732,363.1717524854496,18363.17175248545,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,-3.7289615839597445e-14,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 02:45:00,11,storage_priority_tes,2126.2883923556133,18000.0,0.0,25.26161251692057,0.0418,0,2156.8731000017906,30.58470764617732,361.7660106002256,18361.766010600226,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 03:00:00,12,storage_priority_tes,2115.2760690062846,18000.0,0.0,25.0,0.0418,0,2145.860776652462,30.58470764617732,360.3784578582102,18360.37845785821,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 03:15:00,13,storage_priority_tes,2104.4552603956135,18000.0,0.0,24.73838748307943,0.0418,0,2135.039968041791,30.58470764617732,359.01503597326564,18359.015035973265,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 03:30:00,14,storage_priority_tes,2093.8723028873123,18000.0,0.0,24.477895231119792,0.0418,0,2124.4570105334897,30.58470764617732,357.6815833272197,18357.68158332722,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 03:45:00,15,storage_priority_tes,2083.5725143301565,18000.0,0.0,24.219638711935488,0.0418,0,2114.157221976334,30.58470764617732,356.38380996901805,18356.38380996902,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 04:00:00,16,storage_priority_tes,2073.6,18000.0,0.0,23.964723819589917,0.0418,0,2104.1847076461772,30.58470764617732,355.12727316341835,18355.12727316342,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 04:15:00,17,storage_priority_tes,2063.997463734213,18000.0,0.0,23.714242138787352,0.0418,0,2094.5821713803903,30.58470764617732,353.9173535939292,18353.91735359393,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 04:30:00,18,storage_priority_tes,2054.806025067293,18000.0,0.0,23.46926627053964,0.0418,0,2085.3907327134702,30.58470764617732,352.75923232189723,18352.759232321896,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 04:45:00,19,storage_priority_tes,2046.065043150708,18000.0,0.0,23.230845239123994,0.0418,0,2076.6497507968857,30.58470764617755,351.6578686004076,18351.657868600407,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.006796601699150567,5.117434254131581e-17,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 05:00:00,20,storage_priority_tes,2037.8119482109646,18000.0,40.8,23.0,0.0418,0,2068.396655857142,30.58470764617732,350.6179786379999,18309.817978638002,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,-5.117434254131581e-17,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
2025-07-01 05:15:00,21,storage_priority_tes,2030.082081267633,18000.0,40.8,22.77771906792159,0.0418,0,2060.6667889138103,30.58470764617732,349.6440154031401,18308.84401540314,0.0,18940.0464,0.0,0.8495752123938031,0.8495752123938031,0.0067966016991505155,0.0,0,storage_priority,0.00031869998201727867,fixed,True,,0.0,,0.0
