controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,safety_override_count,crah_fan_assist_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_count_gt27c,temp_violation_hours_gt27c,temp_violation_ratio_gt27c,temp_violation_degree_hours_gt27c,temp_violation_count_gt30c,temp_violation_hours_gt30c,temp_violation_ratio_gt30c,temp_violation_degree_hours_gt30c,tes_set_mismatch_count,tes_use_response_count,tes_source_response_count
mpc,35040,0,2024-01-01 00:00:00,2024-12-31 23:45:00,0,1435.4541645999998,0,951,11035,79472397.26058967,77686559.28558967,3331649.97809987,10932.480693676114,10932.480693676114,0.32700381847869614,1.0,0.4747980621869062,20.321685017466802,29.643158461076645,27.0,256,64.0,0.0073059360730593605,38.56427973739622,0,0.0,0.0,0.0,0,21276,2173
