controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,safety_override_count,crah_fan_assist_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_count_gt27c,temp_violation_hours_gt27c,temp_violation_ratio_gt27c,temp_violation_degree_hours_gt27c,temp_violation_count_gt30c,temp_violation_hours_gt30c,temp_violation_ratio_gt30c,temp_violation_degree_hours_gt30c,tes_set_mismatch_count,tes_use_response_count,tes_source_response_count
mpc,35040,0,2024-01-01 00:00:00,2024-12-31 23:45:00,0,1454.8929104000563,0,1485,14208,85611170.97791404,83825333.00291403,3596693.870391596,10927.557497135222,10927.557497135222,0.33119067742520436,1.0,0.5924567750813403,20.744663704174133,28.539238421564495,27.0,386,96.5,0.011015981735159818,40.62291880380989,0,0.0,0.0,0.0,0,28385,2863
