controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_degree_hours_27c,valid_comfort_flag,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,safety_override_count,temp_guard_charge_block_count,actual_vs_predicted_chiller_power_mae_kw,tes_use_response_count,tes_source_response_count
io_coupled_measured_mpc,2880,0,2024-01-01 00:00:00,2024-01-30 23:45:00,0,409.7851090999902,0,5686837.209719282,5395417.569719282,488010.93446642667,10832.224755454998,10832.224755454998,167487.26689796243,262880.63028350566,0.09475982103293734,1.0,1.0,24.559033408745744,29.67001272079132,27.0,134.05367383056011,False,0,0,0,621,192,316.44422313017213,1197,499
