timestamp,step,scenario_id,controller_type,outdoor_temp_c,wet_bulb_c,it_load_kw,pv_actual_kw,pv_forecast_kw,price_currency_per_mwh,demand_charge_rate,demand_charge_basis,peak_cap_kw,base_facility_kw,base_cooling_kw_th,q_chiller_kw_th,q_load_kw_th,q_ch_tes_kw_th,q_dis_tes_kw_th,u_ch,u_dis,u_signed,du_ch,du_dis,signed_du,du_signed_max,mode_index,selected_mode_q_min_kw_th,selected_mode_q_max_kw_th,mode_specific_plr,instant_chiller_cop,plant_power_kw,cold_station_power_kw,grid_import_kw,pv_spill_kw,episode_peak_grid_so_far_kw,predicted_peak_grid_kw,peak_slack_kw,room_temp_c,predicted_room_temp_c,soc,predicted_soc,facility_power_kw,pue,fallback_used,z_mode_0,z_mode_1,z_mode_2
2025-07-01 00:00:00,0,reviewfix_7day_rbc_smooth,rbc,33.242640687119284,29.242640687119284,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21833.470129472586,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,24.0,24.0,0.5,0.5,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 00:15:00,1,reviewfix_7day_rbc_smooth,rbc,32.95607489060041,28.956074890600412,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21812.837392123227,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,24.14198985386505,24.14198985386505,0.505625,0.505625,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 00:30:00,2,reviewfix_7day_rbc_smooth,rbc,32.652568574052324,28.652568574052324,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21790.984937331767,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,24.281569082196683,24.281569082196683,0.5112471875,0.5112471875,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 00:45:00,3,reviewfix_7day_rbc_smooth,rbc,32.333421398117615,28.333421398117615,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21768.006340664466,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,24.41865595433837,24.41865595433837,0.51686656390625,0.51686656390625,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 01:00:00,4,reviewfix_7day_rbc_smooth,rbc,32.0,28.0,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21744.0,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,24.553176509959627,24.553176509959627,0.5224831306242969,0.5224831306242969,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 01:15:00,5,reviewfix_7day_rbc_smooth,rbc,31.65373214131401,27.65373214131401,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21719.068714174606,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,24.685064892091106,24.685064892091106,0.5280968890589847,0.5280968890589847,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 01:30:00,6,reviewfix_7day_rbc_smooth,rbc,31.296100594190538,27.296100594190538,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21693.31924278172,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,24.814263645367987,24.814263645367987,0.5337078406144552,0.5337078406144552,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 01:45:00,7,reviewfix_7day_rbc_smooth,rbc,30.92863679181897,26.92863679181897,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21666.861849010966,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,24.940723978205114,24.940723978205114,0.5393159866941479,0.5393159866941479,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 02:00:00,8,reviewfix_7day_rbc_smooth,rbc,30.552914270615126,26.552914270615126,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21639.809827484285,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,25.06440598778169,25.06440598778169,0.5449213287008009,0.5449213287008009,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 02:15:00,9,reviewfix_7day_rbc_smooth,rbc,30.170541932096768,26.170541932096768,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21612.279019110967,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,25.185278846872627,25.185278846872627,0.5505238680364505,0.5505238680364505,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 02:30:00,10,reviewfix_7day_rbc_smooth,rbc,29.78315715332031,25.78315715332031,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21584.38731503906,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,25.303320951727013,25.303320951727013,0.5561236061024323,0.5561236061024323,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 02:45:00,11,reviewfix_7day_rbc_smooth,rbc,29.392418775380857,25.392418775380857,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21556.254151827423,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,25.418520030360973,25.418520030360973,0.561720544299381,0.561720544299381,18663.58,1.0368655555555557,False,1,0,0
2025-07-01 03:00:00,12,reviewfix_7day_rbc_smooth,rbc,29.0,25.0,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21528.0,2160.0,4330.0,0.0,450.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0,4330.0,8000.0,0.54125,6.525211730311341,663.58,663.58,663.58,0.0,663.58,0.0,0.0,25.530873210801712,25.530873210801712,0.5673146840272313,0.5673146840272313,18663.58,1.0368655555555557,False,1,0,0
