controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,safety_override_count,crah_fan_assist_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_count_gt27c,temp_violation_hours_gt27c,temp_violation_ratio_gt27c,temp_violation_degree_hours_gt27c,temp_violation_count_gt30c,temp_violation_hours_gt30c,temp_violation_ratio_gt30c,temp_violation_degree_hours_gt30c,tes_set_mismatch_count,tes_use_response_count,tes_source_response_count
no_control,35040,0,2024-01-01 00:00:00,2024-12-31 23:45:00,0,1101.4126638999442,0,0,0,87922934.99195479,86137097.01695478,3701049.8017975437,10641.62957752546,10641.62957752546,0.0,1.0,0.0,25.17514943966143,29.15169993204097,27.0,2945,736.25,0.08404680365296803,626.1089656288432,0,0.0,0.0,0.0,0,0,0
