scenario_id,location_id,pv_capacity_mwp,tes_capacity_mwh_th,critical_peak_uplift,critical_peak_window_set,controller,run_dir,status,engine
phase3_guangzhou_pv0mwp_tes0mwh_cp00,guangzhou,0.0,0.0,0.0,evening,online_energyplus_mpc,results\phase3_pv_tes_sizing\online_smoke_guangzhou_tes0\runs\phase3_guangzhou_pv0mwp_tes0mwh_cp00,completed,mpc_energyplus_online
