controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
no_mpc,2880,17376,2024-07-01 00:00:00,2024-07-30 23:45:00,0,89.93840309997904,0,7204592.241036056,7107911.001036055,314516.66062095796,10343.769650971017,10343.769650971017,0.0,0.0,0.0,0.0,0.0,25.397943230880305,25.746452734614138,0,0,0,0,0
