step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
33,17409,2024-07-01 08:15:00,0.0,16.376725744589262,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.377322576739687,25.560238115877045,27.3,25.259429972549984,2344.424365971066,6840.060736853063,10029.393881677786,10029.393881677788,0.0,10029.393881677786,72.71310564216395,0.029,0.0
34,17410,2024-07-01 08:30:00,0.0,16.377123633845308,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.377720915410777,25.575272233788617,27.450000000000003,25.11662383340349,2336.603311924499,6837.948933660345,10022.977946283952,10022.977946283952,0.0,10022.977946283952,72.66659011055866,0.029,0.0
35,17411,2024-07-01 08:45:00,0.0,16.37752174752395,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.378119889016247,25.592314601382682,27.6,24.968510809344192,2329.0504961721967,6837.111449375462,10017.009822992868,10017.00982299287,0.0,10017.009822992868,72.6233212166983,0.029,0.0
36,17412,2024-07-01 09:00:00,0.0,16.377920403660962,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.378519584641037,25.577743498138815,27.700000000000003,25.173445887713644,2343.384464254352,6852.922001537079,10022.085883692347,10022.085883692349,2125.5,7896.585883692347,325.7341677023093,0.165,0.0
37,17413,2024-07-01 09:15:00,0.0,16.378319738262764,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.378918630918548,25.54934177099666,27.8,25.37830023371868,2356.2322186238885,6860.38036279499,10033.126290972083,10033.126290972083,0.0,10033.126290972083,72.7401656095476,0.029,0.0
38,17414,2024-07-01 09:30:00,0.0,16.3787191092171,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.37931642792755,25.515164990320482,27.9,25.583070823306294,2367.7637419556804,6863.4379404191095,10042.923704923895,10042.923704923895,0.0,10042.923704923895,72.81119686069825,0.029,0.0
39,17415,2024-07-01 09:45:00,0.0,16.379117530865777,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.37971272520908,25.478466115637932,28.0,25.787771254732956,2378.853946860281,6864.675722418444,10052.232199992053,10052.232199992051,0.0,10052.232199992053,72.87868344994239,0.029,0.0
40,17416,2024-07-01 10:00:00,0.0,16.379514578006724,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.380107413424174,25.457070169841092,28.25,25.51362454673611,2363.641373065479,6857.061374998961,10049.0190705151,10049.0190705151,2317.68,7731.3390705151,318.91773665874786,0.165,0.0
41,17417,2024-07-01 10:15:00,0.0,16.37991007074991,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.38050115645868,25.442647538519918,28.5,25.223555169491448,2347.6845312348687,6853.32889407658,10036.012025410391,10036.01202541039,0.0,10036.012025410391,72.76108718422535,0.029,0.0
42,17418,2024-07-01 10:30:00,0.0,16.380304286367178,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.380894256840932,25.43141570235122,28.75,24.916792376901178,2332.00111120277,6851.666670280006,10023.392988080608,10023.39298808061,0.0,10023.392988080608,72.66959916358441,0.029,0.0
43,17419,2024-07-01 10:45:00,0.0,16.380697708072592,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.381286853010675,25.421856293560737,29.0,24.592512740667498,2316.194002648461,6850.857263678095,10011.112926295611,10011.112926295611,0.0,10011.112926295611,72.58056871564318,0.029,0.0
44,17420,2024-07-01 11:00:00,0.0,16.381090556345733,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.381679017536612,25.4293696857217,29.1,24.761645811685227,2319.8353879849915,6842.472846663779,10000.894907962156,10000.894907962156,2813.16,7187.734907962156,149.14549934021474,0.083,0.0
45,17421,2024-07-01 11:15:00,0.0,16.381482936687366,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.38207149102646,25.44420616719421,29.2,24.930984869281723,2326.7341520050745,6838.726994282904,10005.903216420471,10005.903216420471,0.0,10005.903216420471,72.54279831904842,0.029,0.0
46,17422,2024-07-01 11:30:00,0.0,16.381875255700376,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.382464591130198,25.46196065802493,29.299999999999997,25.100533912192976,2334.579342521305,6837.382724758719,10012.451568540757,10012.451568540757,0.0,10012.451568540757,72.59027387192049,0.029,0.0
47,17423,2024-07-01 11:45:00,0.0,16.382268042499934,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.38285844439914,25.480841483217745,29.4,25.2702760313846,2342.8956023080655,6837.028465632626,10019.58334283062,10019.58334283062,0.0,10019.58334283062,72.641979235522,0.029,0.0
48,17424,2024-07-01 12:00:00,0.0,16.382661519181845,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.383253099659743,25.46694453182237,29.549999999999997,25.167753471961003,2344.3014757759006,6853.429938905402,10028.623389025974,10028.623389025972,3432.96,6595.663389025974,47.81855957043831,0.029,0.0
49,17425,2024-07-01 12:15:00,0.0,16.3830557734558,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.383647135032092,25.438939368178353,29.7,25.061572827282934,2341.6368031946945,6861.0178940238,10027.276587346569,10027.276587346569,0.0,10027.276587346569,72.69775525826263,0.029,0.0
50,17426,2024-07-01 12:30:00,0.0,16.383450118768735,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.384039938551382,25.595486581891755,29.85,24.951646940457707,2337.246400201421,6863.965681158463,10028.00935343252,10028.00935343252,0.0,10028.00935343252,72.70306781238578,0.029,0.0
51,17427,2024-07-01 12:45:00,0.0,16.383843538223164,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.38443951584832,25.544458754719454,30.0,24.837912917413547,2335.3735192146073,6874.725956904653,10025.036366098022,10025.036366098022,0.0,10025.036366098022,72.68151365421066,0.029,0.0
52,17428,2024-07-01 13:00:00,0.0,16.384239728635638,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.384836862368612,25.516367799788398,30.25,24.9344712023125,2335.2638211925955,6862.5972269758,10018.156076273697,10018.156076273697,2821.08,7197.076076273697,149.33932858267923,0.083,0.0
53,17429,2024-07-01 13:15:00,0.0,16.38463819053555,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.38523297317185,25.499926655927627,30.5,25.028993271785627,2337.837967422409,6856.536281821821,10019.348460651752,10019.348460651752,0.0,10019.348460651752,72.6402763397252,0.029,0.0
54,17430,2024-07-01 13:30:00,0.0,16.385034919199015,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.38562835366033,25.48796852188329,30.75,25.121456735254085,2341.573143277179,6854.081572895017,10022.104705987567,10022.104705987567,0.0,10022.104705987567,72.66025911840987,0.029,0.0
55,17431,2024-07-01 13:45:00,0.0,16.385430664839816,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.386023198332197,25.477862669161436,31.0,25.21183842659029,2345.7397844666175,6853.09107098214,10025.421893675575,10025.421893675577,0.0,10025.421893675575,72.68430872914793,0.029,0.0
56,17432,2024-07-01 14:00:00,0.0,16.385825777432107,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.38641758755832,25.489584715116493,31.35,25.384968537541372,2350.48371616867,6842.347242902645,10026.57103777064,10026.57103777064,1777.74,8248.83103777064,171.1632440337408,0.083,0.0
57,17433,2024-07-01 14:15:00,0.0,16.38622039438096,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.386812468217826,25.510235030746163,31.7,25.555245156339648,2357.4993243268336,6837.484316384194,10032.292999392335,10032.292999392335,0.0,10032.292999392335,72.73412424559443,0.029,0.0
58,17434,2024-07-01 14:30:00,0.0,16.38661502930552,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.38720822758348,25.534007167037068,32.05,25.72263354726141,2365.4798646432355,6835.513268310028,10039.292167000964,10039.292167000964,0.0,10039.292167000964,72.784868210757,0.029,0.0
59,17435,2024-07-01 14:45:00,0.0,16.387010349324324,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.387605001037006,25.55920799554988,32.4,25.8870907931556,2373.7806532731524,6834.570882251479,10046.744840946758,10046.744840946758,0.0,10046.744840946758,72.838900096864,0.029,0.0
60,17436,2024-07-01 15:00:00,0.0,16.38740661573797,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.388002850509153,25.542736131806507,32.3,25.617830812699626,2368.276086977674,6854.9469652685675,10053.442763329138,10053.442763329138,1420.5,8632.942763329138,179.13356233907962,0.083,0.0
61,17437,2024-07-01 15:15:00,0.0,16.387803927222524,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.388399968259876,25.508558290372836,32.2,25.348349853687104,2357.5977311350243,6864.081419516242,10045.510510046062,10045.510510046064,0.0,10045.510510046062,72.82995119783395,0.029,0.0
62,17438,2024-07-01 15:30:00,0.0,16.388201410820784,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.388795586261764,25.46748644434304,32.1,25.078641712606103,2345.1857704360395,6867.34778884772,10035.29719986026,10035.29719986026,0.0,10035.29719986026,72.7559046989869,0.029,0.0
63,17439,2024-07-01 15:45:00,0.0,16.3885977786947,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,16.389189405528242,25.58461164458729,32.0,24.808722686114447,2332.2531563778457,6868.210138684729,10024.548858600318,10024.548858600318,0.0,10024.548858600318,72.67797922485231,0.029,0.0
