step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
1316,1316,2024-01-14 17:00:00,0.46315538552482327,9.531381795152692,1.0,1.0,0.0,1.0,252.69137322992756,0.0,9.591077130775703,25.5768390482662,6.925,5.537720153872514,1986.6160145138483,6606.817834806675,10241.24933119841,10241.249331198409,0.0,10241.24933119841,404.5293485823372,0.158,1.0
1317,1317,2024-01-14 17:15:00,0.45563439663739486,9.571468665922685,0.239673644268997,1.0,0.0,1.0,244.6576517224458,0.0,9.62930141738222,25.581608542848443,6.85,5.5274256484801905,1989.1903188847662,6615.37910679167,10243.878110822356,10243.878110822357,0.0,10243.878110822356,74.26811630346208,0.029,0.239673644268997
1318,1318,2024-01-14 17:30:00,0.44834786791129866,9.610305864032778,-0.011337058461084275,1.0,1.0,1.0,352.57336160785235,-1233.209215878496,9.494892059696536,25.57939441367519,6.775,5.516419667673135,2191.2177811178485,7287.254613105301,10487.088306101323,10487.088306101323,0.0,10487.088306101323,76.0313902192346,0.029,-0.011337058461084275
1319,1319,2024-01-14 17:45:00,0.45762768730289344,9.560844426675578,0.31268456510047954,1.0,1.0,1.0,391.8574008977484,-1178.2725909673825,9.374948964954298,25.56809350609511,6.7,5.50471962242832,2210.112384398223,7350.091719532698,10505.958836819676,10505.958836819676,0.0,10505.958836819676,76.16820156694266,0.029,0.31268456510047954
1320,1320,2024-01-14 18:00:00,0.4814628535084894,9.433802990799752,1.0,1.0,0.0,1.0,285.17890485380826,0.0,9.419394961250816,25.560518175909575,6.525,5.392230450213872,1967.6289105752146,6543.673102248082,10222.22605691779,10222.226056917792,0.0,10222.22605691779,403.77792924825275,0.158,1.0
1321,1321,2024-01-14 18:15:00,0.48831003207427287,9.397307529044125,1.0,1.0,0.0,1.0,279.9043342278642,0.0,9.46303033050171,25.561410793466052,6.35,5.279068072276326,1978.6101113259565,6580.192888878992,10233.119564362018,10233.11956436202,0.0,10233.119564362018,74.19011684162463,0.029,1.0
1322,1322,2024-01-14 18:30:00,0.4800477036507974,9.44134573954125,1.0,1.0,0.0,1.0,255.85560581948184,0.0,9.502975444631144,25.565275034403374,6.175,5.165239528435365,1949.0007058273363,6481.721947893359,10207.190534871932,10207.190534871932,0.0,10207.190534871932,74.00213137782151,0.029,1.0
1323,1323,2024-01-14 18:45:00,0.47220924471321923,9.483124725678541,0.8190933396124913,1.0,0.0,1.0,226.9044689553923,0.0,9.538478371915708,25.56958223421757,6.0,5.050751236096394,1907.0458751854594,6342.194268001542,10165.277712108094,10165.277712108096,0.0,10165.277712108094,73.69826341278369,0.029,0.8190933396124913
1324,1324,2024-01-14 19:00:00,0.4651341093288491,9.520835197277234,1.0,1.0,0.0,1.0,212.39848256058056,0.0,9.571755114005523,25.57373275476805,6.0,5.050751236096394,1893.7837661088877,6298.08894612046,10152.061923567786,10152.061923567786,0.0,10152.061923567786,482.2229413694698,0.19,1.0
1325,1325,2024-01-14 19:15:00,0.45868325667412396,9.55521824192692,0.34608858313486496,1.0,0.0,1.0,203.1179630383359,0.0,9.603607304159212,25.577679364107826,6.0,5.050751236096394,1890.5913054533694,6287.471893886056,10148.91395360691,10148.91395360691,0.0,10148.91395360691,73.5796261636501,0.029,0.34608858313486496
1326,1326,2024-01-14 19:30:00,0.4525744159313323,9.587778363085999,0.13586896919770597,1.0,0.0,1.0,195.6012525408847,0.0,9.634305528848174,25.581461581363705,6.0,5.050751236096394,1890.4603639924067,6287.036426552015,10148.825217367967,10148.825217367965,0.0,10148.825217367967,73.57898282591776,0.029,0.13586896919770597
1327,1327,2024-01-14 19:45:00,0.4467073075312557,9.619050050858407,-0.06596323848120685,1.0,1.0,1.0,274.753193233304,-1232.7024796510452,9.488034920910216,25.578181743072996,6.0,5.050751236096394,2027.1588522882344,6741.649700514269,10323.040726050349,10323.04072605035,0.0,10323.040726050349,74.84204526386503,0.029,-0.06596323848120685
1328,1328,2024-01-14 20:00:00,0.45782225145985683,9.559807399718963,1.0,1.0,1.0,1.0,327.5753454237135,-1173.2819989118411,9.358996878962971,25.565731345056566,6.075,5.143382310497258,2069.277940199202,6881.723644931791,10365.124140343516,10365.124140343518,0.0,10365.124140343516,492.343396666317,0.19,1.0
1329,1329,2024-01-14 20:15:00,0.48361845399052156,9.42231364023052,1.0,1.0,0.0,1.0,288.3612583311176,0.0,9.40393135758583,25.557482347593538,6.15,5.236032472394056,1966.4469206144513,6539.742200505481,10221.014883690488,10221.01488369049,0.0,10221.014883690488,74.10235790675604,0.029,1.0
1330,1330,2024-01-14 20:30:00,0.4912568153731984,9.381601174060853,1.0,1.0,0.0,1.0,282.99517402661695,0.0,9.448041142487703,25.55826774376273,6.225,5.328704434004368,1977.4771885245611,6576.425168033578,10231.963002447528,10231.963002447528,0.0,10231.963002447528,74.18173176774458,0.029,1.0
1331,1331,2024-01-14 20:45:00,0.48290416685771687,9.426120790648369,1.0,1.0,0.0,1.0,273.77197588014474,0.0,9.49073493316308,25.562319820172494,6.3,5.421398432321908,1979.8382892391844,6584.277396243348,10234.340881106868,10234.340881106868,0.0,10234.340881106868,74.19897138802479,0.029,1.0
1332,1332,2024-01-14 21:00:00,0.4747620525888304,9.469518259701534,1.0,1.0,0.0,1.0,264.99349884684415,0.0,9.532081086100845,25.567108577761495,6.225,5.328704434004368,1982.4412257512697,6592.9338891162915,10236.98532477528,10236.985324775282,0.0,10236.98532477528,404.36092032862354,0.158,1.0
1333,1333,2024-01-14 21:15:00,0.46687915173601996,9.511534121247013,0.6308454394810867,1.0,0.0,1.0,225.980264104498,0.0,9.56744144251121,25.54654244455775,6.15,5.236032472394056,2010.4300422269278,6686.015295143194,10265.022963605743,10265.022963605743,0.0,10265.022963605743,74.42141648614164,0.029,0.6308454394810867
1334,1334,2024-01-14 21:30:00,0.45968909017257004,9.549857149380202,0.3830640814111125,1.0,0.0,1.0,227.5439199638782,0.0,9.60303972333783,25.56613118929529,6.075,5.143382310497258,1940.7157960129668,6454.169119605737,10198.755615482096,10198.755615482096,0.0,10198.755615482096,73.9409782122452,0.029,0.3830640814111125
1335,1335,2024-01-14 21:45:00,0.4530301757874134,9.585349163053086,0.1537102557809279,1.0,0.0,1.0,203.218433066768,0.0,9.634906016834469,25.577749087705897,6.0,5.050751236096394,1906.4816902130613,6340.317978215021,10164.74184398797,10164.741843987971,0.0,10164.74184398797,73.69437836891278,0.029,0.1537102557809279
1336,1336,2024-01-14 22:00:00,0.4467035521144515,9.619070067229973,1.0,1.0,0.0,1.0,203.55110990666148,0.0,9.666822850455116,25.58366045089135,6.0,5.161695890742143,1923.1605151811252,6395.786149949048,10181.535588139623,10181.535588139623,0.0,10181.535588139623,211.26686345389717,0.083,1.0
1337,1337,2024-01-14 22:15:00,0.4407201153716347,9.650961785069187,1.0,1.0,0.0,1.0,212.15017358276097,0.0,9.70005815262478,25.588142867283658,6.0,5.272264692263292,1957.5592108756812,6510.184662066397,10215.995926246569,10215.99592624657,0.0,10215.995926246569,74.06597046528763,0.029,1.0
1338,1338,2024-01-14 22:30:00,0.4346075282112432,9.683541874634074,1.0,1.0,0.0,1.0,222.2895723188119,0.0,9.734848163645227,25.59236982522156,6.0,5.38246407785164,1995.9146067317622,6637.741830412811,10250.730330966497,10250.730330966497,0.0,10250.730330966497,74.3177948995071,0.029,1.0
1339,1339,2024-01-14 22:45:00,0.42822527701927193,9.71755927348728,1.0,1.0,0.0,1.0,215.21251141830297,0.0,9.768551561018082,25.596553778990604,6.0,5.492295739554294,1998.1964022809486,6645.330316269972,10253.064218751939,10253.064218751939,0.0,10253.064218751939,74.33471558595156,0.029,1.0
1340,1340,2024-01-14 23:00:00,0.4218006259896669,9.751802663475075,1.0,1.0,0.0,1.0,208.34703514475126,0.0,9.801200809157487,25.600649367260797,6.075,5.456879132839523,2000.386311496424,6652.613219033116,10255.299332938264,10255.299332938266,0.0,10255.299332938264,212.797461158469,0.083,1.0
1341,1341,2024-01-14 23:15:00,0.41557677841823115,9.784975771030828,1.0,1.0,0.0,1.0,201.69060418839936,0.0,9.832827983278953,25.60463017871098,6.15,5.420880428086637,2002.4952477741049,6659.626832992764,10257.45015678629,10257.450156786292,0.0,10257.45015678629,74.3665136367006,0.029,1.0
1342,1342,2024-01-14 23:30:00,0.4095476801532462,9.817110864783197,1.0,1.0,0.0,1.0,195.2408651475702,0.0,9.863464796952755,25.608493199108256,6.225,5.3842920677177215,2004.5342661556633,6666.407923505656,10259.529011044018,10259.529011044016,0.0,10259.529011044018,74.38158533006914,0.029,1.0
1343,1343,2024-01-14 23:45:00,0.40370734746287046,9.8482398380229,1.0,1.0,0.0,1.0,188.98958249871683,0.0,9.893141701701564,25.61224007974864,6.3,5.347108192561945,2006.5016322743745,6672.950722650399,10261.53459249455,10261.53459249455,0.0,10261.53459249455,74.39612579558549,0.029,1.0
1344,1344,2024-01-15 00:00:00,0.39804994944694505,9.878393769447783,1.0,1.0,0.0,1.0,182.94333186096236,0.0,9.921890159106793,25.615857756446825,6.225,5.3842920677177215,2008.426709611558,6679.352883506733,10263.499922470493,10263.499922470495,0.0,10263.499922470493,74.41037443791109,0.029,1.0
1345,1345,2024-01-15 00:15:00,0.3925696775437957,9.907603618691569,1.0,1.0,0.0,1.0,177.09020018564468,0.0,9.949739803248914,25.619358161869847,6.15,5.420880428086637,2010.2998070982458,6685.582176833158,10265.413062119887,10265.41306211989,0.0,10265.413062119887,74.42424470036919,0.029,1.0
1346,1346,2024-01-15 00:30:00,0.3872608014987332,9.935899928011752,1.0,1.0,0.0,1.0,171.4196286553959,0.0,9.97671864978049,25.622746666784913,6.075,5.456879132839523,2012.1131745474377,6691.612828109927,10267.265552070057,10267.265552070057,0.0,10267.265552070057,74.43767525250792,0.029,1.0
1347,1347,2024-01-15 00:45:00,0.38211791419530305,9.963311517339035,1.0,1.0,0.0,1.0,165.926762417333,0.0,10.00285397056025,25.626026781711637,6.0,5.492295739554294,2013.8704591181079,6697.456966563214,10269.060663386932,10269.060663386932,0.0,10269.060663386932,74.45068980955526,0.029,1.0
1348,1348,2024-01-15 01:00:00,0.3771358296133158,9.989866028161027,1.0,1.0,0.0,1.0,160.59175604029093,0.0,10.028169995182239,25.62920591151866,6.0,5.38246407785164,2015.542852102169,6703.018784102778,10270.763795784716,10270.76379578472,0.0,10270.763795784716,74.4630375194392,0.029,1.0
1349,1349,2024-01-15 01:15:00,0.3723097182096029,10.015589201942817,0.8966487030091828,1.0,0.0,1.0,135.50666437229404,0.0,10.049636407777513,25.602588903298123,6.0,5.272264692263292,2042.0334846590056,6791.117733448381,10297.284473750155,10297.284473750156,0.0,10297.284473750155,74.65531243468862,0.029,0.8966487030091828
1350,1350,2024-01-15 01:30:00,0.36792468812827245,10.038961412276308,0.7444633056206131,1.0,0.0,1.0,128.11798732707484,0.0,10.069967239870335,25.622985181029886,6.0,5.161695890742143,1969.4603898641033,6549.763987422422,10228.086208033916,10228.086208033916,0.0,10228.086208033916,74.1536250082459,0.029,0.7444633056206131
1351,1351,2024-01-15 01:45:00,0.3640030323857017,10.05986383738421,0.608361882348357,1.0,0.0,1.0,104.08679255462229,0.0,10.086610969072982,25.634011964911217,6.0,5.050751236096394,1928.1979313699258,6412.53890482184,10187.055223189425,10187.055223189425,0.0,10187.055223189425,73.85615036812334,0.029,0.608361882348357
1352,1352,2024-01-15 02:00:00,0.36053660944236215,10.07833987167221,0.48806240283239805,1.0,0.0,1.0,99.75425937635784,0.0,10.102589792539968,25.638337288455826,6.05,5.100773755597742,1927.2602308132239,6409.420427614134,10186.225476544312,10186.225476544312,0.0,10186.225476544312,73.85013470494627,0.029,0.48806240283239805
1353,1353,2024-01-15 02:15:00,0.3574767129475967,10.09464911998931,0.38187287672116854,1.0,0.0,1.0,102.1012342918354,0.0,10.118928332969892,25.640914671443475,6.1,5.150788705532615,1940.2896258198955,6452.751820635188,10199.300280220914,10199.300280220916,0.0,10199.300280220914,73.94492703160164,0.029,0.38187287672116854
1354,1354,2024-01-15 02:30:00,0.35444485942678167,10.110808899255254,0.2766560492847297,1.0,0.0,1.0,106.33495233239604,0.0,10.135916008335071,25.643080219112505,6.15,5.200797128406008,1957.5383635433304,6510.115330838733,10216.576091691231,10216.576091691231,0.0,10216.576091691231,74.07017666476143,0.029,0.2766560492847297
1355,1355,2024-01-15 02:45:00,0.35131820126204877,10.12747398727328,0.16814899328475844,1.0,0.0,1.0,111.02751611512429,0.0,10.153623191511853,25.64519727501353,6.2,5.250799715977719,1976.094309920924,6571.826178115479,10235.154832653903,10235.154832653907,0.0,10235.154832653903,74.20487253674081,0.029,0.16814899328475844
1356,1356,2024-01-15 03:00:00,0.34806311232047216,10.144823611331883,0.055182383957895986,1.0,0.0,1.0,104.32409010223684,0.0,10.170301239142647,25.64728928387764,6.15,5.200797128406008,1970.6134192430302,6553.598575993689,10229.696259852528,10229.696259852526,0.0,10229.696259852528,74.16529788393083,0.029,0.055182383957895986
1357,1357,2024-01-15 03:15:00,0.34483806984631077,10.162013087719163,-0.056743129426780795,1.0,1.0,1.0,193.5625605304931,-1452.1301286274218,9.977852327216542,25.641086019900445,6.1,5.150788705532615,2113.2574836918498,7027.984839944348,10409.838739388404,10409.838739388406,0.0,10409.838739388404,75.47133086056593,0.029,-0.056743129426780795
1358,1358,2024-01-15 03:30:00,0.3616728621274816,10.072283644860523,0.5276325839787613,1.0,1.0,1.0,239.96977243545348,-1373.2788032084093,9.804644965570311,25.624002305952363,6.05,5.100773755597742,2119.3006453069424,7048.082366414247,10415.8146238441,10415.814623844102,0.0,10415.8146238441,75.51465602286973,0.029,0.5276325839787613
1359,1359,2024-01-15 03:45:00,0.3959409333547636,9.88963482521911,1.0,1.0,0.0,1.0,179.46205253843002,0.0,9.832862706286406,25.611658722477614,6.0,5.050751236096394,1956.638389992946,6507.122320986757,10215.49556760691,10215.495567606908,0.0,10215.49556760691,74.0623428651501,0.029,1.0
1360,1360,2024-01-15 04:00:00,0.40922328234133193,9.8188399051207,1.0,1.0,0.0,1.0,154.73592610500899,0.0,9.857285433178317,25.609612615026744,6.0,5.050751236096394,1917.8437847568991,6378.104489712241,10176.576090097398,10176.576090097398,0.0,10176.576090097398,73.78017665320614,0.029,1.0
1361,1361,2024-01-15 04:15:00,0.4042873239148521,9.845148563533838,1.0,1.0,0.0,1.0,143.42146978211008,0.0,9.879971323948329,25.611165192907052,6.0,5.050751236096394,1905.8577601846066,6338.242996432156,10164.572530813952,10164.572530813952,0.0,10164.572530813952,73.69315084840116,0.029,1.0
1362,1362,2024-01-15 04:30:00,0.3998691229335847,9.868697574763994,1.0,1.0,0.0,1.0,136.63246123762556,0.0,9.901614884343878,25.613535319919716,6.0,5.050751236096394,1902.689444484272,6327.706242211742,10161.421345598463,10161.421345598463,0.0,10161.421345598463,73.67030475558886,0.029,1.0
1363,1363,2024-01-15 04:45:00,0.3957112343142368,9.890859121105118,1.0,1.0,0.0,1.0,131.37401908514016,0.0,9.922450999237716,25.616047959365744,6.0,5.050751236096394,1902.2754067886979,6326.329291854243,10161.032666182602,10161.032666182602,0.0,10161.032666182602,73.66748682982387,0.029,1.0
1364,1364,2024-01-15 05:00:00,0.3917267362207014,9.912096495943661,1.0,1.0,0.0,1.0,114.27174083586611,0.0,9.940662512698191,25.618462844635385,6.0,4.941579622489823,1876.1000182972502,6239.278738423256,10134.883914612255,10134.883914612255,0.0,10134.883914612255,73.47790838093886,0.029,1.0
1365,1365,2024-01-15 05:15:00,0.3880652336530869,9.931612304629047,1.0,1.0,0.0,1.0,93.49751621549709,0.0,9.955686094050504,25.62061335341345,6.0,4.832493077949096,1840.746601284637,6121.705143760853,10099.555964084391,10099.55596408439,0.0,10099.555964084391,73.22178073961184,0.029,1.0
1366,1366,2024-01-15 05:30:00,0.3849493192766101,9.948220128255668,1.0,1.0,0.0,1.0,72.12953991161535,0.0,9.967430712797228,25.622415690037688,6.0,4.723487663185593,1802.52267693008,5994.5852054854195,10061.354601944879,10061.354601944879,0.0,10061.354601944879,72.94482086410038,0.029,1.0
1367,1367,2024-01-15 05:45:00,0.3824401075337062,9.961594226845346,1.0,1.0,0.0,1.0,51.08763232804388,0.0,9.975946477498889,25.62384118415364,6.0,4.614569314498071,1763.3519724084074,5864.316594266628,10022.202718587885,10022.202718587885,0.0,10022.202718587885,72.66096970976217,0.029,1.0
1368,1368,2024-01-15 06:00:00,0.3805413564849384,9.971714569935278,1.0,1.0,0.0,1.0,42.63402688929483,0.0,9.983164915521195,25.624958399064614,6.0,4.611744334457333,1749.5171054286284,5818.306471909616,10008.382659523542,10008.38265952354,0.0,10008.382659523542,72.56077428154569,0.029,1.0
1369,1369,2024-01-15 06:15:00,0.37906609489704757,9.979577714198737,-0.6444253936561966,1.0,1.0,1.0,131.45806982558057,-1372.5051233371455,9.79342586383661,25.61815158453761,6.0,4.608910855023355,1889.6515197516374,6284.34648218609,10186.005128126291,10186.005128126291,0.0,10186.005128126291,73.84853717891562,0.029,-0.6444253936561966
1370,1370,2024-01-15 06:30:00,0.39652391411396326,9.886527537772576,-0.03754330932475467,0.0,1.0,1.0,0.0,-1449.981443954682,9.571653301664368,25.361271367232046,6.0,4.60606649360257,2374.9169544963665,7898.176384625116,10671.196907901991,10671.196907901991,0.0,10671.196907901991,77.36617758228944,0.029,-0.03754330932475467
1371,1371,2024-01-15 06:45:00,0.4350565396727997,9.681148643543978,1.0,1.0,1.0,1.0,252.24180875460706,-1223.100093659829,9.423398962396268,25.481986597499336,6.0,4.603209290623411,1947.946189319305,6478.214980053846,10241.464609005363,10241.464609005363,0.0,10241.464609005363,74.25061841528888,0.029,1.0
1372,1372,2024-01-15 07:00:00,0.4697664488516727,9.496144827620585,1.0,1.0,0.0,1.0,182.40039905771022,0.0,9.452073769473728,25.539222348984012,5.75,4.589332151065519,1771.8994861504684,5892.742755045425,10029.349392590388,10029.34939259039,111.12,9918.229392590387,71.90716309628031,0.029,1.0
1373,1373,2024-01-15 07:15:00,0.4807084750628887,9.437823827914803,1.0,1.0,0.0,1.0,154.64310905944564,0.0,9.476492119049295,25.555432537748757,5.5,4.569415999087271,1726.843666485092,5742.902226854632,9984.834168000427,9984.834168000429,0.0,9984.834168000427,72.3900477180031,0.029,1.0
1374,1374,2024-01-15 07:30:00,0.47573031452805764,9.464357423565453,0.9402264959750993,1.0,0.0,1.0,139.74567319999932,0.0,9.498625031581797,25.561912367882876,5.25,4.543595356932063,1707.1848337565661,5677.523549881625,9965.345945526433,9965.345945526433,0.0,9965.345945526433,72.24875810506664,0.029,0.9402264959750993
1375,1375,2024-01-15 07:45:00,0.47136471223438803,9.487626083790712,0.7903951257980427,1.0,0.0,1.0,128.34372415306692,0.0,9.519008347301828,25.56567045796541,5.0,4.512016255385038,1693.8638400794641,5633.222397590368,9952.090641084853,9952.090641084853,0.0,9952.090641084853,72.15265714786518,0.029,0.7903951257980427
1376,1376,2024-01-15 08:00:00,0.467377324304337,9.508878861457884,1.0,1.0,0.0,1.0,122.01616646017831,0.0,9.538420420114289,25.56860020825032,5.2,4.514344255181677,1690.5304172405074,5622.136552463544,9948.79473683811,9948.79473683811,462.66,9486.13473683811,374.70232210510534,0.158,1.0
1377,1377,2024-01-15 08:15:00,0.46364472920380984,9.528773593343693,0.5188289609583456,1.0,0.0,1.0,117.13029440768216,0.0,9.55708239820009,25.57121883798546,5.4,4.513213880123454,1689.796932806786,5619.697229512928,9948.090609277744,9948.090609277744,0.0,9948.090609277744,72.12365691726365,0.029,0.5188289609583456
1378,1378,2024-01-15 08:30:00,0.46007348387620384,9.547808330939834,0.3965885794521453,1.0,0.0,1.0,112.36575593048285,0.0,9.57501289812025,25.57364720011216,5.6,4.508548087357491,1688.9472070777163,5616.871327043354,9947.267149260757,9947.267149260759,0.0,9947.267149260757,72.11768683214049,0.029,0.3965885794521453
1379,1379,2024-01-15 08:45:00,0.4566412122199099,9.56610233886788,0.27917367365419743,1.0,0.0,1.0,107.3205462170003,0.0,9.592168871167509,25.575914005781936,5.8,4.500289676665032,1687.1298468482305,5610.82739711995,9945.474501714458,9945.474501714458,0.0,9945.474501714458,72.10469013742983,0.029,0.27917367365419743
1380,1380,2024-01-15 09:00:00,0.4533502414696722,9.583643212966647,1.0,1.0,0.0,1.0,118.733305094452,0.0,9.611075132392422,25.57813425578984,5.85,4.637112933169695,1720.162980874806,5720.68450963283,9978.531121182536,9978.531121182536,880.08,9098.451121182536,359.38881928671015,0.158,1.0
1381,1381,2024-01-15 09:15:00,0.44996629103425634,9.601679668787414,0.04387751758813526,1.0,0.0,1.0,135.66738164801404,0.0,9.632578666912998,25.580516772505494,5.9,4.774470329898643,1765.893427574375,5872.768620825462,10024.284802266913,10024.284802266913,0.0,10024.284802266913,72.67606481643513,0.029,0.04387751758813526
1382,1382,2024-01-15 09:30:00,0.44617401711188126,9.621892488793673,-0.08603690327126767,1.0,1.0,1.0,234.0751856471024,-1230.6221563078122,9.480386859287147,25.576232828697982,5.95,4.912348800822609,1939.2850383830985,6449.410900122334,10235.178057860348,10235.17805786035,0.0,10235.178057860348,74.20504091948753,0.029,-0.08603690327126767
1383,1383,2024-01-15 09:45:00,0.458712050781648,9.555064769333816,0.35089963551883235,1.0,1.0,1.0,306.32994168436556,-1169.395834239461,9.348686476483714,25.563176856313675,6.0,5.050751236096394,2020.117923367309,6718.233934997167,10315.964057829488,10315.964057829491,0.0,10315.964057829488,74.79073941926379,0.029,0.35089963551883235
1384,1384,2024-01-15 10:00:00,0.48530776674052606,9.413309603272996,1.0,1.0,0.0,1.0,280.6949651466776,0.0,9.392445144333692,25.554677167932553,6.25,5.17893950477724,1944.8719997980056,6467.991257900944,10203.103345099094,10203.103345099094,1121.64,9081.463345099095,358.71780213141426,0.158,1.0
1385,1385,2024-01-15 10:15:00,0.49330219891754884,9.370699279769465,1.0,1.0,0.0,1.0,251.73310451996684,0.0,9.431759584475502,25.531185113908265,6.5,5.304455251266174,2002.2214081775141,6658.716134439337,10256.69654318722,10256.69654318722,0.0,10256.69654318722,74.36104993810734,0.029,1.0
1386,1386,2024-01-15 10:30:00,0.4855142643553416,9.412208970986029,1.0,1.0,0.0,1.0,275.33435507370325,0.0,9.474692316597837,25.54951321347794,6.75,5.427255044547893,1975.023946622371,6568.266509171437,10229.25358953974,10229.25358953974,0.0,10229.25358953974,74.16208852416311,0.029,1.0
1387,1387,2024-01-15 10:45:00,0.4777942024145171,9.453356901130624,1.0,1.0,0.0,1.0,267.78773194005913,0.0,9.516467003407524,25.561448057089937,7.0,5.547300458678091,1980.3835641094374,6586.090797379421,10234.826583688075,10234.826583688075,0.0,10234.826583688075,74.20249273173854,0.029,1.0
1388,1388,2024-01-15 11:00:00,0.46984857811931274,9.495707078624063,1.0,1.0,0.0,1.0,259.6015490850393,0.0,9.556985251885708,25.568298361351378,6.875,5.354808640000305,1983.7934519183418,6597.430939322288,10238.349731015114,10238.349731015116,860.94,9377.409731015114,194.58125191856362,0.083,1.0
1389,1389,2024-01-15 11:15:00,0.4621295095376282,9.536849714164441,1.0,1.0,0.0,1.0,237.5891924543871,0.0,9.594125804286568,25.57364139922445,6.75,5.163247979909377,1956.978995147876,6508.255059369906,10215.270081250836,10215.270081250836,0.0,10215.270081250836,74.06070808906856,0.029,1.0
1390,1390,2024-01-15 11:30:00,0.4548463766739424,9.575668812327887,1.0,1.0,0.0,1.0,198.93195954622155,0.0,9.62533511709845,25.578185414684604,6.625,4.972621657544994,1892.8395228742356,6294.948710162671,10151.185879059589,10151.185879059585,0.0,10151.185879059589,73.59609762318202,0.029,1.0
1391,1391,2024-01-15 11:45:00,0.44843796361933747,9.609825653908931,1.0,1.0,0.0,1.0,160.2372747645019,0.0,9.650607446082292,25.58198089592612,6.5,4.782926214486216,1825.6411449967386,6071.469467980196,10084.034529526329,10084.03452952633,0.0,10084.034529526329,73.10925033906588,0.029,1.0
1392,1392,2024-01-15 12:00:00,0.44314289564955656,9.638048366187864,1.0,1.0,0.0,1.0,154.539095803598,0.0,9.675004912649216,25.585265238308757,6.625,4.876191030060319,1826.1052439023763,6073.012905113734,10084.538017417022,10084.538017417024,899.28,9185.258017417022,66.5931206262734,0.029,1.0
1393,1393,2024-01-15 12:15:00,0.4384839407935087,9.662880595570599,-0.3548738915059764,1.0,1.0,1.0,245.107532585974,-1248.5786021199947,9.521746806293423,25.581349981760606,6.75,4.969116069702274,1983.4596885655867,6596.3209544759575,10279.403283128495,10279.403283128497,0.0,10279.403283128495,74.5256738026816,0.029,-0.3548738915059764
1394,1394,2024-01-15 12:30:00,0.4508540472026247,9.59694792841001,0.07628191777305943,1.0,1.0,1.0,303.8975858986518,-1186.4576327632085,9.387052315894088,25.568242445953114,6.875,5.061697965880583,2034.966189217663,6767.6142817372365,10330.866608538048,10330.866608538048,0.0,10330.866608538048,74.89878291190085,0.029,0.07628191777305943
1395,1395,2024-01-15 12:45:00,0.4778340341421952,9.4531445980221,1.0,1.0,0.0,1.0,271.7502361596767,0.0,9.429438072671202,25.559510194607757,7.0,5.153928797014733,1944.951390533918,6468.255284832224,10203.236435555962,10203.236435555964,0.0,10203.236435555962,73.97346415778073,0.029,1.0
1396,1396,2024-01-15 13:00:00,0.4862336817458039,9.408374476294865,1.0,1.0,0.0,1.0,241.04327993935283,0.0,9.46711184687424,25.559829668130078,7.0,5.034988050839762,1900.4628266737652,6320.301258986862,10158.65985967174,10158.65985967174,735.06,9423.59985967174,195.5396970881886,0.083,1.0
1397,1397,2024-01-15 13:15:00,0.47872610322165887,9.448389869828558,1.0,1.0,0.0,1.0,211.78958766096198,0.0,9.500296960521112,25.56312805643078,7.0,4.915622988871303,1856.7200801997626,6174.827571350961,10114.923382091334,10114.923382091332,0.0,10114.923382091334,73.33319452016218,0.029,1.0
1398,1398,2024-01-15 13:30:00,0.47208149664317806,9.483805622891861,0.8480872469715258,1.0,0.0,1.0,183.86043695170028,0.0,9.529196751452123,25.56681269883008,7.0,4.795817687485439,1813.5599495566464,6031.291468348536,10071.798091745075,10071.798091745075,0.0,10071.798091745075,73.0205361651518,0.029,0.8480872469715258
1399,1399,2024-01-15 13:45:00,0.46625984906735307,9.514835004471008,0.6477860536598329,1.0,0.0,1.0,156.94066305574128,0.0,9.553966120074708,25.570225298459423,7.0,4.6755840383763125,1770.4099863978695,5887.789178985172,10028.68680585942,10028.68680585942,0.0,10028.68680585942,72.7079793424808,0.029,0.6477860536598329
1400,1400,2024-01-15 14:00:00,0.46122758237169786,9.54165698595885,1.0,1.0,0.0,1.0,133.42593805252196,0.0,9.5751274706146,25.573213535081962,6.975,4.577226324916539,1732.4773721454892,5761.638040298818,9990.789910237885,9990.789910237885,371.46,9619.329910237886,199.60109563743615,0.083,1.0
1401,1401,2024-01-15 14:15:00,0.45692094922662946,9.564611340622065,0.3200534439713247,1.0,0.0,1.0,111.61814695709444,0.0,9.592942707845031,25.575770939466217,6.95,4.4791558375338125,1696.3890687449957,5641.62046025699,9954.732875870608,9954.732875870608,0.0,9954.732875870608,72.17181335006191,0.029,0.3200534439713247
1402,1402,2024-01-15 14:30:00,0.45326652375071375,9.584089428408696,0.19029615892046603,1.0,0.0,1.0,90.85723668774735,0.0,9.607572488013414,25.577915856047696,6.925000000000001,4.381370398451883,1660.8649052892747,5523.479020254917,9919.23551516548,9919.23551516548,0.0,9919.23551516548,71.91445748494972,0.029,0.19029615892046603
