controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,safety_override_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_count_gt27c,temp_violation_hours_gt27c,temp_violation_ratio_gt27c,temp_violation_degree_hours_gt27c,temp_violation_count_gt30c,temp_violation_hours_gt30c,temp_violation_ratio_gt30c,temp_violation_degree_hours_gt30c,tes_set_mismatch_count,tes_use_response_count,tes_source_response_count
mpc,12000,0,2024-01-01 00:00:00,2024-05-05 23:45:00,0,470.002150000073,0,1959,28631511.616200324,27999656.941200323,1198867.3804079564,10837.9844624072,10837.9844624072,0.21814629907998806,1.0,0.44436804985854117,24.52704987776352,29.669719604254006,27.0,1885,471.25,0.15708333333333332,485.93435410820933,0,0.0,0.0,0.0,0,9605,600
