timestamp,step,solve_status,objective_value,solve_time_s,mip_gap,mode_index,predicted_peak_grid_kw,episode_peak_grid_so_far_kw,solver_error
2025-07-01 00:00:00,0,optimal,2673.1138599547594,1.2263560999999754,0.0008955611153446353,2,3090.000000000001,3090.0,
2025-07-01 00:15:00,1,optimal,2707.6946427433572,0.9754834999912418,0.0016502836755440129,2,3090.0,3090.0,
2025-07-01 00:30:00,2,optimal,2743.0742062869394,0.7387527999817394,0.0016829080110176298,2,3090.0,3090.0,
2025-07-01 00:45:00,3,optimal,2775.966180304146,0.9587903000065126,0.001699606434218534,2,3090.0,3090.0,
2025-07-01 01:00:00,4,optimal,2807.4658506211886,0.9574039000144694,0.0021469365756118246,2,3090.0000000000023,3090.0,
2025-07-01 01:15:00,5,optimal,2832.639689137719,1.0311547000019345,0.0013154157909387692,2,3090.0,3090.0,
2025-07-01 01:30:00,6,optimal,2858.4125036918094,0.9655145999859087,0.001697756405607439,2,3090.0,3090.0,
2025-07-01 01:45:00,7,optimal,2881.6342047841035,1.0164322000055108,0.002213045529101795,2,3090.0,3090.0,
2025-07-01 02:00:00,8,optimal,2899.0351900630703,0.8587354999908712,0.0017858914955063696,2,3090.0,3090.0,
2025-07-01 02:15:00,9,optimal,2913.2699447577147,1.0306497999990825,0.0013347305824030998,2,3090.0,3090.0,
2025-07-01 02:30:00,10,optimal,2926.450422361194,1.0371443999756593,0.0016048216586446308,2,3090.0,3090.0,
2025-07-01 02:45:00,11,optimal,2936.2371141974936,1.0279251000029035,0.0018157389074926957,2,3090.0,3090.0,
2025-07-01 03:00:00,12,optimal,2943.4394036113695,1.435544400010258,0.001962778144424734,2,3090.0,3090.0,
2025-07-01 03:15:00,13,optimal,2947.1362507972617,1.484484499989776,0.0020419139451488045,2,3090.0,3090.0,
2025-07-01 03:30:00,14,optimal,2956.048235301472,0.9080708000110462,0.004998781890401288,2,3090.0,3090.0,
2025-07-01 03:45:00,15,optimal,2944.6368869017565,1.1311527999932878,0.0019848375703037796,2,3090.0,3090.0,
2025-07-01 04:00:00,16,optimal,2939.1989168845107,1.0302754000003915,0.0018621418440526727,2,3090.0,3090.0,
2025-07-01 04:15:00,17,optimal,2931.0486618444775,1.0330830999882892,0.0016886360416857474,2,3090.0,3090.0,
2025-07-01 04:30:00,18,optimal,2920.2214312312367,1.4192569000006188,0.003091326352451832,2,3090.0,3090.0,
2025-07-01 04:45:00,19,optimal,2907.8699424855163,1.1921955000143498,0.0015329507345257587,2,3090.0000000000005,3090.0,
2025-07-01 05:00:00,20,optimal,2894.2441148297585,1.2596489999850746,0.0019961544874763076,2,3090.0,3090.0,
2025-07-01 05:15:00,21,optimal,2878.989576631871,1.0910736999940127,0.0025883447280478484,2,3090.0000000000005,3090.0,
2025-07-01 05:30:00,22,optimal,2856.9485129802006,1.0685332999855746,0.0015873057121451645,2,3090.0,3090.0,
