controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
measured_data_mpc,2880,8640,2024-04-01 00:00:00,2024-04-30 23:45:00,0,123.65681770001538,0,7127067.268266069,6922510.948266069,282836.29821554426,10886.81410992487,10886.81410992487,951807.8015165672,516923.5243714362,0.0,0.7499293091255497,0.1361096413691202,25.14535277666058,33.237302313682726,0,0,0,319,2555
