controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count,temp_violation_threshold_c,temp_violation_degree_hours_27c,valid_comfort_flag
default_mpc,2880,26208,2024-10-01 00:00:00,2024-10-30 23:45:00,0,128.42013899999438,0,7080493.520288764,6930517.280288763,284596.7958150855,10876.733046722722,10876.733046722722,1061956.3599699014,553670.4779060407,0.0,0.4883937524265753,0.116608146670911,25.398961926974454,33.23673086873887,0,0,0,330,2543,27.0,428.6890889732682,False
