case_id,controller,steps,cost_total,whole_facility_energy_cost,plant_energy_cost,grid_import_kwh,plant_energy_kwh,pv_used_kwh,pv_spill_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_kwh,soc_initial,soc_final,soc_delta,soc_min,soc_max,TES_charge_kwh_th,TES_discharge_kwh_th,TES_charge_weighted_avg_price,TES_discharge_weighted_avg_price,TES_arbitrage_spread,solver_time_avg_s,solver_time_p95_s,solver_status,max_signed_du,signed_valve_violation_count,grid_balance_violation_count,cap_ratio,peak_cap_kw,peak_reduction_kw,cost_increase_vs_no_cap
cap_1p0_mpc_no_tes,mpc_no_tes,96,19273.792697813155,19273.792697813155,322.37122781315486,434029.14,7115.040000000001,5085.9,0.0,18320.176799999997,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.012372199998935685,0.012372199998935685,optimal_relaxed_modes,0.0,0,0,1.0,18383.9328,63.75600000000122,-70.7761288677757
cap_1p0_paper_like_mpc_tes,paper_like_mpc_tes,96,19159.387464202417,19159.387464202417,207.96599420241355,434085.34117939364,7171.241179393572,5085.9,0.0,18383.9328,0.0,0.0,0.5,0.5,0.0,0.20417956680426944,0.6163031920695128,13933.099120265495,13523.618760385189,0.029000000000000005,0.09151496437944974,0.06251496437944973,0.015194299980066717,0.015194299980066717,optimal_relaxed_modes,0.8413884275924959,37,0,1.0,18383.9328,0.0,-185.18136247851362
cap_0p99_mpc_no_tes,mpc_no_tes,96,19273.792697813155,19273.792697813155,322.37122781315486,434029.14,7115.040000000001,5085.9,0.0,18320.176799999997,120.08332800000062,2020.7802984667742,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.012007400015136227,0.012007400015136227,optimal_relaxed_modes,0.0,0,0,0.99,18200.093471999997,63.75600000000122,-70.7761288677757
cap_0p99_paper_like_mpc_tes,paper_like_mpc_tes,96,19357.412417282885,19357.412417282885,405.9909472828845,433656.5911978304,6742.491197830335,5085.9,0.0,18200.093471999997,0.0,0.0,0.5,0.3274286918698637,-0.17257130813013632,0.2714276320288332,0.6554665166557023,12008.972650616435,14723.35372289086,0.09757145082971605,0.03820337074039528,-0.05936808008932077,0.016195899981539696,0.016195899981539696,optimal_relaxed_modes,1.1773614670754624,24,0,0.99,18200.093471999997,183.83932800000184,12.84359060195493
cap_0p97_mpc_no_tes,mpc_no_tes,96,19273.792697813155,19273.792697813155,322.37122781315486,434029.14,7115.040000000001,5085.9,0.0,18320.176799999997,487.76198400000067,9821.702406169668,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.01646660000551492,0.01646660000551492,optimal_relaxed_modes,0.0,0,0,0.97,17832.414815999997,63.75600000000122,-70.7761288677757
cap_0p97_paper_like_mpc_tes,paper_like_mpc_tes,96,19339.350075017108,19339.350075017108,387.9286050171065,432800.33536510175,5886.2353651017875,5085.9,0.0,18320.176799999997,487.76198400000067,7187.8027958622215,0.5,0.0,-0.5,0.0,0.5,10237.486159630098,19190.525393861153,0.10101841397698244,0.028999999999999998,-0.07201841397698244,0.01567250001244247,0.01567250001244247,optimal_relaxed_modes,1.4923432754676416,31,0,0.97,17832.414815999997,63.75600000000122,-5.2187516638223315
cap_0p95_mpc_no_tes,mpc_no_tes,96,19273.792697813155,19273.792697813155,322.37122781315486,434029.14,7115.040000000001,5085.9,0.0,18320.176799999997,855.4406400000007,17740.78786276044,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.013364399987040088,0.013364399987040088,optimal_relaxed_modes,0.0,0,0,0.95,17464.736159999997,63.75600000000122,-70.7761288677757
cap_0p95_paper_like_mpc_tes,paper_like_mpc_tes,96,19330.120622103175,19330.120622103175,378.699152103174,432800.1910635744,5886.09106357446,5085.9,0.0,18320.176799999997,855.4406400000007,15314.083736217119,0.5,0.0,-0.5,0.0,0.5,8726.81377134992,17680.90438282926,0.10578317255909081,0.028999999999999995,-0.07678317255909081,0.015418800001498312,0.015418800001498312,optimal_relaxed_modes,1.4825114801624375,25,0,0.95,17464.736159999997,63.75600000000122,-14.44820457775495
