event_id,scenario_id,event_type,event_window,baseline_energy_kwh,requested_reduction_kwh,served_reduction_kwh,response_rate,tes_event_discharge_kwh_th,event_temp_violation_dh,dr_revenue_cny
dr_event,dr_fast_r0p15_mpc_tes,fast,2025-07-20 18:00:00 to 2025-07-20 19:45:00,38000.0,5700.0,2060.779999999999,0.3615403508771928,2413.4892733697534,0.0,0.0
