step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
556,556,2024-01-06 19:00:00,1.0,6.45026051916568,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.4514772766533355,25.22286815548341,2.15,1.0892552258777661,460.0745212670518,1530.0533823548878,8714.691876521998,8714.691876521998,0.0,8714.691876521998,413.9478641347949,0.19,0.0
557,557,2024-01-06 19:15:00,1.0,6.451071699216292,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.452288400446921,25.222835585481704,2.3,0.9762281865384796,415.3242096451716,1381.2288713388793,8669.941551996115,8669.941551996115,0.0,8669.941551996115,62.85707625197183,0.029,0.0
558,558,2024-01-06 19:30:00,1.0,6.451882841464721,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.453099488029782,25.222808390978138,2.45,0.8578350218376491,362.1090702244469,1204.2531852284437,8616.726509861066,8616.726509861066,0.0,8616.726509861066,62.47126719649273,0.029,0.0
559,559,2024-01-06 19:45:00,1.0,6.452693947154731,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.453910539635729,25.22278416704992,2.6,0.7339448010320412,303.95819307991843,1010.8628926800677,8558.575763687531,8558.57576368753,0.0,8558.575763687531,62.04967428673461,0.029,0.0
560,560,2024-01-06 20:00:00,1.0,6.453505016741199,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.4547215553946415,25.222758520535464,2.7,0.8626443610188759,317.3209025443674,1055.3027776734773,8571.93861070801,8571.93861070801,0.0,8571.93861070801,407.16708400863047,0.19,0.0
561,561,2024-01-06 20:15:00,1.0,6.454316050455843,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.455532535246569,25.222734871158096,2.8,0.9914585278384993,361.9070933506059,1203.5814779621364,8616.524885588848,8616.524885588848,0.0,8616.524885588848,62.46980542051915,0.029,0.0
562,562,2024-01-06 20:30:00,1.0,6.455127048238088,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.456343479279326,25.22271435991953,2.9,1.1203909404381611,418.4954848517572,1391.7754678833946,8673.113359146942,8673.11335914694,0.0,8673.113359146942,62.88007185381534,0.029,0.0
563,563,2024-01-06 20:45:00,1.0,6.455938010197909,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.45715438763003,25.222697072190446,3.0,1.2494371853992574,479.72004142607403,1595.3877861915773,8734.338005042773,8734.338005042773,0.0,8734.338005042773,63.32395053656011,0.029,0.0
564,564,2024-01-06 21:00:00,1.0,6.4567489363519295,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.4579652604394795,25.22267833610648,3.075,1.1811209122965733,484.915947670042,1612.6676257729728,8739.53401093482,8739.534010934818,0.0,8739.53401093482,345.2115934319254,0.158,0.0
565,565,2024-01-06 21:15:00,1.0,6.457559826936506,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.458776097646595,25.222669269536944,3.15,1.110767429825355,465.36021266261315,1547.6318172040728,8719.97835766807,8719.978357668067,0.0,8719.97835766807,63.21984309309351,0.029,0.0
