controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count,temp_violation_threshold_c,temp_violation_degree_hours_27c,valid_comfort_flag
no_mpc,2880,0,2024-01-01 00:00:00,2024-01-30 23:45:00,0,84.80961989998468,0,6452404.43602499,6379549.52602499,280277.47103145765,10310.90997659808,10309.805165181702,0.0,0.0,0.7084251465914271,1.0,0.7084251465914271,24.565477993785684,25.24103278715033,0,0,0,0,0,27.0,0.0,True
